title,genre,background,combined
Jungle wa Itsumo Hare nochi Guu Final,"Slice of Life, Comedy",The series won the 2004 Packaged Work Award during the Animation Kobe Awards.,"Slice of Life, Comedy The series won the 2004 Packaged Work Award during the Animation Kobe Awards."
To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen","Episode 1 was previewed at a screening at TOHO Cinemas Shinjuku on June 21, 2015. Regular broadcasting began on July 7, 2015.The franchise has been adapted into five video games.","Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen Episode 1 was previewed at a screening at TOHO Cinemas Shinjuku on June 21, 2015. Regular broadcasting began on July 7, 2015.The franchise has been adapted into five video games."
Blood: The Last Vampire,"Horror, Supernatural, Vampire",Winner of the 2000 Oofuji Noburou Award at the Mainichi Film Awards.,"Horror, Supernatural, Vampire Winner of the 2000 Oofuji Noburou Award at the Mainichi Film Awards."
Kimi to no Tadashii Yakusoku,Sports,"Both point of views have the same pronunciation of ""Kimi"" in the title but this one uses the katakana spelling.","Sports Both point of views have the same pronunciation of ""Kimi"" in the title but this one uses the katakana spelling."
Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller","FUNimation Entertainment simulcasted Rainbow: Nisha Rokubou no Shichinin in North America, but didn&#039;t give it a physical release due to poor streaming numbers. It is no longer streaming via FUNimation.","Drama, Historical, Seinen, Thriller FUNimation Entertainment simulcasted Rainbow: Nisha Rokubou no Shichinin in North America, but didn&#039;t give it a physical release due to poor streaming numbers. It is no longer streaming via FUNimation."
Kotonoha no Niwa,"Slice of Life, Psychological, Drama, Romance","In 2013, Kotonoha no Niwa won the Kobe Theatrical Film Award, shared the Satoshi Kon Award for Achievement in Animation with Berserk: Ougon Jidaihen III - Kourin. In 2014, the movie won the AniMovie Award for best feature film.","Slice of Life, Psychological, Drama, Romance In 2013, Kotonoha no Niwa won the Kobe Theatrical Film Award, shared the Satoshi Kon Award for Achievement in Animation with Berserk: Ougon Jidaihen III - Kourin. In 2014, the movie won the AniMovie Award for best feature film."
Fate/stay night: Unlimited Blade Works,"Action, Supernatural, Magic, Fantasy","Episode 1 was previewed at screenings in Tokyo and Tokushima on September 28, 2014. Regular broadcasting began on October 12, 2014.The first episode is 48 minutes in length, which is included in the average episode duration.","Action, Supernatural, Magic, Fantasy Episode 1 was previewed at screenings in Tokyo and Tokushima on September 28, 2014. Regular broadcasting began on October 12, 2014.The first episode is 48 minutes in length, which is included in the average episode duration."
Love Live! μ&#039;s Final Love Live! Opening Animation,Music,The special was later included on the DVD/BD release of the concert.,Music The special was later included on the DVD/BD release of the concert.
Shoujouji no Tanuki-bayashi,Kids,"There is some confusion over the exact date this film was released.  Digital Meme lists it as 1933, the National Film Centre as in the early 1930s, the imdb has it at 1935 and Wikipedia as 1931.(Source: Nishikata Film Review)","Kids There is some confusion over the exact date this film was released.  Digital Meme lists it as 1933, the National Film Centre as in the early 1930s, the imdb has it at 1935 and Wikipedia as 1931.(Source: Nishikata Film Review)"
Owari no Seraph,"Action, Military, Supernatural, Drama, Vampire, Shounen","Owari no Seraph is an anime adaptation of Takaya Kagami&#039;s ongoing shounen manga of the same name. Kagami himself did script writing for the anime involving events that were not yet published in the source material. The anime is licensed by Funimation for both video and streaming in North America. The source material has also spawned several other adaptations including two different light novel series, a voice comic, two video games and a spin-off manga.","Action, Military, Supernatural, Drama, Vampire, Shounen Owari no Seraph is an anime adaptation of Takaya Kagami&#039;s ongoing shounen manga of the same name. Kagami himself did script writing for the anime involving events that were not yet published in the source material. The anime is licensed by Funimation for both video and streaming in North America. The source material has also spawned several other adaptations including two different light novel series, a voice comic, two video games and a spin-off manga."
Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance","Winner of the Platinum Grand Prize during the 2012 Future Film Festival, held in Italy.","Comedy, Drama, Romance Winner of the Platinum Grand Prize during the 2012 Future Film Festival, held in Italy."
Byousoku 5 Centimeter,"Drama, Romance, Slice of Life","Byousoku 5 Centimeter was completed on January 22, 2007. The first of three parts was available for streaming on Yahoo! Japan exclusively for its premium users between February 16 and 19. The complete film was released on March 3, 2007.The film won the 2007 Asia Pacific Screen Award for Best Animated Feature Film.","Drama, Romance, Slice of Life Byousoku 5 Centimeter was completed on January 22, 2007. The first of three parts was available for streaming on Yahoo! Japan exclusively for its premium users between February 16 and 19. The complete film was released on March 3, 2007.The film won the 2007 Asia Pacific Screen Award for Best Animated Feature Film."
Mirai ni Mukete: Bousai wo Kangaeru,Drama,The anime will be shown for free during the Japan Society of Civil Engineers&#039; National Convention in Sendai on September 7 and September 9. ,Drama The anime will be shown for free during the Japan Society of Civil Engineers&#039; National Convention in Sendai on September 7 and September 9. 
Da Shi Jie,"Comedy, Psychological, Thriller",The film won Best Animation Feature at the 54th Golden Horse Awards.,"Comedy, Psychological, Thriller The film won Best Animation Feature at the 54th Golden Horse Awards."
Shinmai Maou no Testament Burst,"Action, Harem, Demons, Romance, Ecchi, Fantasy","Shinmai Maou no Testament Burst adapts novels 4 to 7 of Tetsuto Uesu&#039;s light novel series of the same title.Episode 1 was previewed at a screening at Kadokawa Cinemas Shinjuku on September 23, 2015. Regular broadcasting began on October 10, 2015. ","Action, Harem, Demons, Romance, Ecchi, Fantasy Shinmai Maou no Testament Burst adapts novels 4 to 7 of Tetsuto Uesu&#039;s light novel series of the same title.Episode 1 was previewed at a screening at Kadokawa Cinemas Shinjuku on September 23, 2015. Regular broadcasting began on October 10, 2015. "
Momo e no Tegami,"Supernatural, Drama","The Toronto International Film Festival hosted the world premiere of A Letter to Momo (Momo e no Tegami) anime film as part of the September 8-18, 2011 event&#039;s TIFF Kids program. During the 14th Future Film Festival, held in Italy during 2012, the film won the Future Film Platinum Grand Prize. It also won the 2012 Asia Pacific Screen Award for Best Animated Feature Film.","Supernatural, Drama The Toronto International Film Festival hosted the world premiere of A Letter to Momo (Momo e no Tegami) anime film as part of the September 8-18, 2011 event&#039;s TIFF Kids program. During the 14th Future Film Festival, held in Italy during 2012, the film won the Future Film Platinum Grand Prize. It also won the 2012 Asia Pacific Screen Award for Best Animated Feature Film."
Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",Magi: The Labyrinth of Magic was the first Shounen Sunday manga adaptation in 45 years to be aired by Mainichi Broadcasting since Osomatsu-kun ended its broadcast in 1967.,"Action, Adventure, Fantasy, Magic, Shounen Magi: The Labyrinth of Magic was the first Shounen Sunday manga adaptation in 45 years to be aired by Mainichi Broadcasting since Osomatsu-kun ended its broadcast in 1967."
Animation Kikou: Marco Polo no Bouken,"Adventure, Historical","This was an animated documentary on Marco Polo, mixed in with live-action footage. 43 episodes were broadcast on NHK from 1979 to 1980, but only the first and last episodes survive. While the cel animation was shot on film, post-production and editing were done on videotapes (normal for NHK programs), which have since been wiped.(Source: Cartoon Research)","Adventure, Historical This was an animated documentary on Marco Polo, mixed in with live-action footage. 43 episodes were broadcast on NHK from 1979 to 1980, but only the first and last episodes survive. While the cel animation was shot on film, post-production and editing were done on videotapes (normal for NHK programs), which have since been wiped.(Source: Cartoon Research)"
Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen","North American distributor Media Blasters offered replacement copies of the Koe de Oshigoto! DVDs due to an issue that caused the anime to loop back to the menu. The distributor had originally planned to have the anime officially dubbed, but later cancelled these plans. The release of the second episode DVD was postponed twice, coming out over a year after the first.","Comedy, Ecchi, Seinen North American distributor Media Blasters offered replacement copies of the Koe de Oshigoto! DVDs due to an issue that caused the anime to loop back to the menu. The distributor had originally planned to have the anime officially dubbed, but later cancelled these plans. The release of the second episode DVD was postponed twice, coming out over a year after the first."
Mori no Densetsu,"Adventure, Drama, Fantasy, Music",Winner of the 1987 Oofuji Noburou Award at the Mainichi Film Awards.,"Adventure, Drama, Fantasy, Music Winner of the 1987 Oofuji Noburou Award at the Mainichi Film Awards."
Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",The series was awarded the Anime Product of the Year in 2002 by ICV2.,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life The series was awarded the Anime Product of the Year in 2002 by ICV2."
Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery",Winner of the 1985 Oofuji Noburou Award at the Mainichi Film Awards.,"Drama, Fantasy, Historical, Kids, Mystery Winner of the 1985 Oofuji Noburou Award at the Mainichi Film Awards."
Okon Joururi,"Fantasy, Historical, Drama",Winner of the 1982 Oofuji Noburou Award at the Mainichi Film Awards.,"Fantasy, Historical, Drama Winner of the 1982 Oofuji Noburou Award at the Mainichi Film Awards."
Bounen no Xamdou,"Action, Military, Sci-Fi","Conceptualized by Bones, and co-developed by Sony Computer Entertainment, Aniplex and Bones, Bounen no Xamdou debuted on Sony&#039;s inagural launch of the Playstation Network video download service at E3 in the United States on July 16th, 2008, and in Japan on September 24th, 2008.The series would later on have it&#039;s television premiere on MBS, CBC, Tokyo MX and other Japanese broadcast networks in April 2009.","Action, Military, Sci-Fi Conceptualized by Bones, and co-developed by Sony Computer Entertainment, Aniplex and Bones, Bounen no Xamdou debuted on Sony&#039;s inagural launch of the Playstation Network video download service at E3 in the United States on July 16th, 2008, and in Japan on September 24th, 2008.The series would later on have it&#039;s television premiere on MBS, CBC, Tokyo MX and other Japanese broadcast networks in April 2009."
Omoide Poroporo,"Slice of Life, Drama, Romance","The film was remade as a musical by the Warabi-za Company, first performed in 2011, later in 2012 and 2015. It was presented in a tour around Japan.","Slice of Life, Drama, Romance The film was remade as a musical by the Warabi-za Company, first performed in 2011, later in 2012 and 2015. It was presented in a tour around Japan."
Phantasy Star Online 2 The Animation,"Action, Game, Sci-Fi, School","Phantasy Star Online 2 The Animation is the eighth project in the franchise, commemorating the fifteenth anniversary of the Phantasy Star Online video game franchise. The anime series features a completely original storyline and all-new characters.","Action, Game, Sci-Fi, School Phantasy Star Online 2 The Animation is the eighth project in the franchise, commemorating the fifteenth anniversary of the Phantasy Star Online video game franchise. The anime series features a completely original storyline and all-new characters."
Chieri to Cherry,"Adventure, Fantasy, Shoujo","Chieri to Cherry is an original puppet animation project partially supported by the Makuake crowdfunding platform. The project began soliciting donations on May 28, 2015, and achieved its 5 million yen funding target on July 22. It premiered later that year at the 28th Tokyo International Film Festival on October 24.","Adventure, Fantasy, Shoujo Chieri to Cherry is an original puppet animation project partially supported by the Makuake crowdfunding platform. The project began soliciting donations on May 28, 2015, and achieved its 5 million yen funding target on July 22. It premiered later that year at the 28th Tokyo International Film Festival on October 24."
Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Same setting as Tsukihime and Fate/Stay Night.Includes claymation short which was shown before the movie in theaters.,"Action, Mystery, Supernatural, Thriller Same setting as Tsukihime and Fate/Stay Night.Includes claymation short which was shown before the movie in theaters."
Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",Winner in the anime division of the 2016 Sugoi Japan&reg; Awards.,"Drama, Music, Romance, School, Shounen Winner in the anime division of the 2016 Sugoi Japan&reg; Awards."
Fuyu no Hi,Historical,"Fuyu no Hi is a 2003 animated film directed by Kihachiro Kawamoto. It is based upon the renga of the same name by the 17th century Japanese poet Basho.The creation of the film followed the traditional collaborative nature of the source material&mdash;the visuals for each of the 36 stanzas were independently created by 35 different animators. As well as many Japanese animators, Kawamoto assembled leading names of animation from across the world. Each animator was asked to contribute at least 30 seconds to illustrate their stanza, and most of the sequences are under a minute (Yuriy Norshteyn&#039;s, though, is nearly two minutes long).The released film consists of the 40-minute animation, followed by an hour-long ""Making of"" documentary, including interviews with the animators. Fuyu no Hi won the Grand Prize of the Japan Media Arts Festival in 2003.(Source: Wikipedia)","Historical Fuyu no Hi is a 2003 animated film directed by Kihachiro Kawamoto. It is based upon the renga of the same name by the 17th century Japanese poet Basho.The creation of the film followed the traditional collaborative nature of the source material&mdash;the visuals for each of the 36 stanzas were independently created by 35 different animators. As well as many Japanese animators, Kawamoto assembled leading names of animation from across the world. Each animator was asked to contribute at least 30 seconds to illustrate their stanza, and most of the sequences are under a minute (Yuriy Norshteyn&#039;s, though, is nearly two minutes long).The released film consists of the 40-minute animation, followed by an hour-long ""Making of"" documentary, including interviews with the animators. Fuyu no Hi won the Grand Prize of the Japan Media Arts Festival in 2003.(Source: Wikipedia)"
Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo","Although the first season is a near-direct adaptation of the first arc of the manga, there are several small additions, including the anime original character Inouva.Magic Knight Rayearth&#039;s opening theme song, Yuzurenai Negai, was awarded the ""Best Theme Song"" at the first ever Animation Kobe Awards in 1996.","Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo Although the first season is a near-direct adaptation of the first arc of the manga, there are several small additions, including the anime original character Inouva.Magic Knight Rayearth&#039;s opening theme song, Yuzurenai Negai, was awarded the ""Best Theme Song"" at the first ever Animation Kobe Awards in 1996."
Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",Gravitation follows the manga adaptation closely with only minor differences and is less explicit than the original manga.,"Comedy, Music, Romance, Shoujo, Shounen Ai Gravitation follows the manga adaptation closely with only minor differences and is less explicit than the original manga."
The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,"This promotional music video of the single ""Onegai Cinderella"" commemorates the 2nd anniversary of The iDOLM@STER Cinderella Girls social game. It is included in The iDOLM@STER Cinderella Girls -Animation First Set- Blu-ray and DVD collection released on November 5, 2014.","Music This promotional music video of the single ""Onegai Cinderella"" commemorates the 2nd anniversary of The iDOLM@STER Cinderella Girls social game. It is included in The iDOLM@STER Cinderella Girls -Animation First Set- Blu-ray and DVD collection released on November 5, 2014."
Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai","The franchise consists of three projects; Mermaid, a television anime series produced by Arms Corporation, which aired in Japan between October and December 2015; Bhikkhuni, a PlayStation Vita game; and Siren, a social game for iOS and Android devices also released in 2015.","Action, Ecchi, Fantasy, Shoujo Ai The franchise consists of three projects; Mermaid, a television anime series produced by Arms Corporation, which aired in Japan between October and December 2015; Bhikkhuni, a PlayStation Vita game; and Siren, a social game for iOS and Android devices also released in 2015."
Sex: Prologue,Drama,"The promotional video is a home video exclusive. Customers must first purchase all four volumes of the Sex 30th Anniversary Edition manga volumes, take the tickets included in volumes 1-3 and send them with the postcard included with volume 4. The Blu-ray Disc will be sent to buyers in March 2018 so long as the postcard is postmarked before December 31.(Source: ANN)","Drama The promotional video is a home video exclusive. Customers must first purchase all four volumes of the Sex 30th Anniversary Edition manga volumes, take the tickets included in volumes 1-3 and send them with the postcard included with volume 4. The Blu-ray Disc will be sent to buyers in March 2018 so long as the postcard is postmarked before December 31.(Source: ANN)"
Ooyasan wa Shishunki!,"Comedy, Slice of Life",Crunchyroll simulcasted Ooyasan wa Shishunki! worldwide. ,"Comedy, Slice of Life Crunchyroll simulcasted Ooyasan wa Shishunki! worldwide. "
Chikyuu Bouei Kazoku,"Action, Sci-Fi, Comedy, Drama","Episode 12 has a re-edited part available on the DVD set of the series which references events from the alternative episode 11/episode 11.5, which too was available only on the DVD set of the series.","Action, Sci-Fi, Comedy, Drama Episode 12 has a re-edited part available on the DVD set of the series which references events from the alternative episode 11/episode 11.5, which too was available only on the DVD set of the series."
Inaba no Kuni no Usagi-san,Adventure,"Only an incomplete version exists, the end of the film reel was decayed far too much to be restored by The National Film Center at the National Museum of Modern Art, Tokyo.","Adventure Only an incomplete version exists, the end of the film reel was decayed far too much to be restored by The National Film Center at the National Museum of Modern Art, Tokyo."
Kaze Tachinu,"Drama, Historical, Romance","Before its release, director Miyazaki Hayao declared that Kaze Tachinu would be his final film. Like most of Miyazaki&#039;s films, it was the top-grossing movie of its release year, earning $113 million in the domestic box office in 2013. The film was controversial on both sides of the political spectrum because of its sympathetic portrayal of Horikoshi and its perceived anti-war stance. The film was nominated for an Academy Award, Miyazaki&#039;s third nomination. The film has won several awards. In 2013 it won the Best Animated Feature during the Alliance of Women Film Journalists, during the New York Film Critics Online, during the Online Film Critics Society, during the San Francisco Film Critics Circle and during the Toronto Film Critics Association. Also in 2013 it won the Best Animated Film during the Boston Online Film Critics Association (which tied with Frozen), during the Boston Society of Film Critics, during the Chicago Film Critics Association, during the New York Film Critics Circle and during the San Diego Film Critics Society. During the same year it won the Audience Favorite &ndash; Animation during the Mill Valley Film Festival and the Best Family Film during the Women Film Critics Circle. In 2014 it won the Animation of the Year during the Japan Academy Prize, the Best Animated Film during the National Board of Review and the Best Motion Picture, Animated or Mixed Media during the Satellite Awards.","Drama, Historical, Romance Before its release, director Miyazaki Hayao declared that Kaze Tachinu would be his final film. Like most of Miyazaki&#039;s films, it was the top-grossing movie of its release year, earning $113 million in the domestic box office in 2013. The film was controversial on both sides of the political spectrum because of its sympathetic portrayal of Horikoshi and its perceived anti-war stance. The film was nominated for an Academy Award, Miyazaki&#039;s third nomination. The film has won several awards. In 2013 it won the Best Animated Feature during the Alliance of Women Film Journalists, during the New York Film Critics Online, during the Online Film Critics Society, during the San Francisco Film Critics Circle and during the Toronto Film Critics Association. Also in 2013 it won the Best Animated Film during the Boston Online Film Critics Association (which tied with Frozen), during the Boston Society of Film Critics, during the Chicago Film Critics Association, during the New York Film Critics Circle and during the San Diego Film Critics Society. During the same year it won the Audience Favorite &ndash; Animation during the Mill Valley Film Festival and the Best Family Film during the Women Film Critics Circle. In 2014 it won the Animation of the Year during the Japan Academy Prize, the Best Animated Film during the National Board of Review and the Best Motion Picture, Animated or Mixed Media during the Satellite Awards."
Mobile Suit Gundam Thunderbolt: December Sky,"Action, Military, Sci-Fi, Space, Drama, Mecha","Mobile Suit Gundam Thunderbolt: December Sky was the first anime to ever be released on 4K UHD (Ultra High Definition) Blu-ray. The 4K UHD Blu-ray was released by Bandai Visual in Japan on December 22, 2016. ","Action, Military, Sci-Fi, Space, Drama, Mecha Mobile Suit Gundam Thunderbolt: December Sky was the first anime to ever be released on 4K UHD (Ultra High Definition) Blu-ray. The 4K UHD Blu-ray was released by Bandai Visual in Japan on December 22, 2016. "
Shaka no Shougai,Historical,"Planned as a nine-reel life of Buddha, but exhibited in Cannes Film Festival as ""Part One"" with only six reels completed, this late work by Noburou Oofuji was not completed until after his death. It was only in 1961 that it was finally exhibited as a full 72-minute movie (comprising ten reels).(Source: The Anime Encyclopedia)","Historical Planned as a nine-reel life of Buddha, but exhibited in Cannes Film Festival as ""Part One"" with only six reels completed, this late work by Noburou Oofuji was not completed until after his death. It was only in 1961 that it was finally exhibited as a full 72-minute movie (comprising ten reels).(Source: The Anime Encyclopedia)"
Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power","Mangaka Horikoushi Kouhei has noted that American superhero comics are the inspiration for the series, and has based character pages on logos for Marvel and DC comic characters.","Action, Comedy, School, Shounen, Super Power Mangaka Horikoushi Kouhei has noted that American superhero comics are the inspiration for the series, and has based character pages on logos for Marvel and DC comic characters."
Tokyogurashi!,"Music, Parody","The animation was released by Nitro+ as an April Fool&#039;s prank, complete with an official website announcing a full TV series. The website was closed shortly after.","Music, Parody The animation was released by Nitro+ as an April Fool&#039;s prank, complete with an official website announcing a full TV series. The website was closed shortly after."
Kara no Kyoukai 5: Mujun Rasen,"Action, Mystery, Supernatural, Drama, Romance, Thriller",Includes claymation short which was shown before the movie in theaters.,"Action, Mystery, Supernatural, Drama, Romance, Thriller Includes claymation short which was shown before the movie in theaters."
Eureka Seven AO Final Episode: One More Time - Lord Don&#039;t Slow Me Down,"Action, Adventure, Drama, Mecha, Sci-Fi",Released as part of a new Eureka Seven AO pachislot made by Sammy.,"Action, Adventure, Drama, Mecha, Sci-Fi Released as part of a new Eureka Seven AO pachislot made by Sammy."
Deadman Wonderland: Akai Knife Tsukai,"Action, Sci-Fi, Horror",The Deadman Wonderland OVA is an anime-original story that is only referenced in the original manga.,"Action, Sci-Fi, Horror The Deadman Wonderland OVA is an anime-original story that is only referenced in the original manga."
Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy","Episode 1 was previewed at an event at TOHO Cinemas Roppongi Hills in Tokyo on December 26, 2015. Regular broadcasting began January 11, 2016. Hai to Gensou no Grimgar has been licensed by Funimation and is scheduled to be streamed in both Japanese and English in North America starting in January of 2016.","Action, Adventure, Drama, Fantasy Episode 1 was previewed at an event at TOHO Cinemas Roppongi Hills in Tokyo on December 26, 2015. Regular broadcasting began January 11, 2016. Hai to Gensou no Grimgar has been licensed by Funimation and is scheduled to be streamed in both Japanese and English in North America starting in January of 2016."
Cocolors,Sci-Fi,"Cocolors was first screened at Machi Asobi vol. 17 on October 9, 2016, as a live dubbing event. It was later completed as a full package film with its own audio track, which premiered at Machi Asobi vol. 18 on May 5, 2017.","Sci-Fi Cocolors was first screened at Machi Asobi vol. 17 on October 9, 2016, as a live dubbing event. It was later completed as a full package film with its own audio track, which premiered at Machi Asobi vol. 18 on May 5, 2017."
Kaidan Restaurant,"Horror, Kids, Mystery, Supernatural",In 2010 a film based on Kaidan Restaurant was directed by Ochiai Masayuki. The film is a mix of live-action and animation.,"Horror, Kids, Mystery, Supernatural In 2010 a film based on Kaidan Restaurant was directed by Ochiai Masayuki. The film is a mix of live-action and animation."
Anime Douyou,"Music, Kids",Anime Douyou was created in the late 1980s. A complete collection of the series was released on 5 DVD volumes in 2006. Each DVD contains approximately 30 minutes worth of content.,"Music, Kids Anime Douyou was created in the late 1980s. A complete collection of the series was released on 5 DVD volumes in 2006. Each DVD contains approximately 30 minutes worth of content."
Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural","Episodes 1 and 2 were previewed at screenings in multiple cities across Japan on October 25 and November 15, 2014. The DVDs and BDs were released on January 28 and February 25, 2015.","Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural Episodes 1 and 2 were previewed at screenings in multiple cities across Japan on October 25 and November 15, 2014. The DVDs and BDs were released on January 28 and February 25, 2015."
Wagamama High Spec,"Comedy, School","Wagamama High Spec is set after Madosoft&#039;s third game, officially abbreviated as Wagahigh. The visual novel game has five authors: Mojasubii, Ryusuke Mutsu, Nissy, Coyote Hayama, and Hato. On April 28, 2016, the game&#039;s full version was released for Windows. A sequel developed by Madosoft titled Wagamama High Spec Over Clock was released on August 25, 2017 for Windows.","Comedy, School Wagamama High Spec is set after Madosoft&#039;s third game, officially abbreviated as Wagahigh. The visual novel game has five authors: Mojasubii, Ryusuke Mutsu, Nissy, Coyote Hayama, and Hato. On April 28, 2016, the game&#039;s full version was released for Windows. A sequel developed by Madosoft titled Wagamama High Spec Over Clock was released on August 25, 2017 for Windows."
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"Slice of Life, Drama, Magic, Fantasy","The first six episodes of the second season of TV anime ""Yuuki Yuuna wa Yuusha de Aru"" will adapt ""Washio Sumi wa Yuusha de Aru."" Prior to the broadcast, the episodes are being screened theatrically as three movies.","Slice of Life, Drama, Magic, Fantasy The first six episodes of the second season of TV anime ""Yuuki Yuuna wa Yuusha de Aru"" will adapt ""Washio Sumi wa Yuusha de Aru."" Prior to the broadcast, the episodes are being screened theatrically as three movies."
Comet Lucifer: Garden Indigo no Shasou kara,"Adventure, Comedy, Fantasy","Odd-numbered shorts were first streamed online from Oct 11, 2015 to Dec 20, 2015.","Adventure, Comedy, Fantasy Odd-numbered shorts were first streamed online from Oct 11, 2015 to Dec 20, 2015."
Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen","Yu☆Gi☆Oh! Zexal, the fourth anime installment of the Yu☆Gi☆Oh! franchise, introduced the concept of XYZ Monsters to the series. It was the first Yu☆Gi☆Oh! anime to have every episode dubbed in English since Yu☆Gi☆Oh! Duel Monsters.","Action, Fantasy, Game, Shounen Yu☆Gi☆Oh! Zexal, the fourth anime installment of the Yu☆Gi☆Oh! franchise, introduced the concept of XYZ Monsters to the series. It was the first Yu☆Gi☆Oh! anime to have every episode dubbed in English since Yu☆Gi☆Oh! Duel Monsters."
Doujouji,"Supernatural, Historical",Winner of the 1976 Oofuji Noburou Award.,"Supernatural, Historical Winner of the 1976 Oofuji Noburou Award."
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Slice of Life, Comedy, Drama, Romance, School",Yahari Ore no Seishun Love Comedy wa Machigatteiru. adapts volumes 7 to 11 of Wataru Watari&#039;s light novel series of the same title.,"Slice of Life, Comedy, Drama, Romance, School Yahari Ore no Seishun Love Comedy wa Machigatteiru. adapts volumes 7 to 11 of Wataru Watari&#039;s light novel series of the same title."
Devil Survivor 2 The Animation,"Action, Demons, Supernatural","The first episode received a special pre-airing at an event at Cinem@rt Shinjuku on the 2nd of March, 2013. Regular TV airing started on April 5th.","Action, Demons, Supernatural The first episode received a special pre-airing at an event at Cinem@rt Shinjuku on the 2nd of March, 2013. Regular TV airing started on April 5th."
Kago Shintarou Anime Sakuhin Shuu,"Comedy, Dementia, Horror, Seinen",Episodes 16 and 17 in the series are comprised of live-action footage.,"Comedy, Dementia, Horror, Seinen Episodes 16 and 17 in the series are comprised of live-action footage."
Full Metal Panic? Fumoffu,"Action, Comedy, School","Full Metal Panic? Fumoffu adapts content from novels 1 to 3, 5 and 6 of Shoji Gatoh&#039;s side story light novel series Full Metal Panic! Tanpenshuu. Episode 9 adapts content from the other side story series Full Metal Panic! Side Arms.","Action, Comedy, School Full Metal Panic? Fumoffu adapts content from novels 1 to 3, 5 and 6 of Shoji Gatoh&#039;s side story light novel series Full Metal Panic! Tanpenshuu. Episode 9 adapts content from the other side story series Full Metal Panic! Side Arms."
Sakura Trick,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai",Sakura Trick first premiered in Winter 2014 and was simulcast by Crunchyroll in the USA and Canada. It was later licensed for a North American home video release by Sentai Filmworks.,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai Sakura Trick first premiered in Winter 2014 and was simulcast by Crunchyroll in the USA and Canada. It was later licensed for a North American home video release by Sentai Filmworks."
No.6,"Action, Sci-Fi, Mystery, Drama","No. 6 condenses but largely remains faithful to the the original nine-part light novel series. Changes were made to tone down the amount of violence in the series, in addition to creating an alternate ending. ","Action, Sci-Fi, Mystery, Drama No. 6 condenses but largely remains faithful to the the original nine-part light novel series. Changes were made to tone down the amount of violence in the series, in addition to creating an alternate ending. "
Deadman Wonderland,"Action, Sci-Fi, Horror, Shounen","Deadman Wonderland adapts the first 5 volumes of Kazuma Kondou&#039;s and Jinsei Kataoka&#039;s manga series of the same name. Some characters from the manga were not featured in the anime, notably the then minor character Azami Midou and the gay crossdressing character Masaru Sukegawa.","Action, Sci-Fi, Horror, Shounen Deadman Wonderland adapts the first 5 volumes of Kazuma Kondou&#039;s and Jinsei Kataoka&#039;s manga series of the same name. Some characters from the manga were not featured in the anime, notably the then minor character Azami Midou and the gay crossdressing character Masaru Sukegawa."
Mahoutsukai no Yome: Hoshi Matsu Hito,"Slice of Life, Magic, Fantasy, Shounen",Mahoutsukai no Yome: Hoshi Matsu Hito is a prequel to the Mahoutsukai no Yome manga series.,"Slice of Life, Magic, Fantasy, Shounen Mahoutsukai no Yome: Hoshi Matsu Hito is a prequel to the Mahoutsukai no Yome manga series."
World Trigger,"Action, Sci-Fi, Supernatural, School, Shounen","World Trigger was also adapted into a Japan-only PlayStation Vita action game titled World Trigger: Borderless Mission, and an iOS and Android game titled World Trigger: Smash Borders.","Action, Sci-Fi, Supernatural, School, Shounen World Trigger was also adapted into a Japan-only PlayStation Vita action game titled World Trigger: Borderless Mission, and an iOS and Android game titled World Trigger: Smash Borders."
